claim_id	word_pos	readability	model	claim	label
2578	طَوِيل_adj	1	GPT4	النيل الطويل يعتبر أطول نهر في العالم، ويمتد لمسافة 6650 كيلومترا.	NF
3561	نِهايَة_noun	1	ChatGPT	نهاية العالم ليست محددة بالتاريخ ولا يمكن التنبؤ بها بدقة.	FI
2726	ماء_noun	1	GPT4	مكون الماء من ذرتي هيدروجين وذرة أكسجين.	FC
1649	أَب_noun	1	GPT4	أبو حامد محمد بن محمد الغزالي، المعروف بالإمام الغزالي، هو فيلسوف وعالم دين وفقيه ومتكلم مسلم.	FC
9529	صِحِّيّ_adj	1	GPT4	تأسست منظمة الصحة العالمية في 7 أبريل 1948 وهي جزء من الأمم المتحدة.	FI
626	آخَر_adj	1	GPT4	آخر مرة توجت مصر بكأس الأمم الإفريقية لكرة القدم كانت عام 2010.	FC
4546	مَحَلِّيّ_adj	4	GPT4	منتجات الألبان المحلية تُعتبر من أفضل البدائل لمنتجات الألبان المستوردة.	NF
4069	جِهاز_noun	1	GPT4	يعتمد جهاز الميكروويف على الموجات الكهرومغناطيسية لتسخين وطهي الطعام.	FC
3206	مَوْت_noun	1	GPT4	الموت هو انتهاء جميع الوظائف الحيوية للكائن الحي.	FC
3315	ضِدّ_noun	3	ChatGPT	الحكومة الإسرائيلية تواجه انتقادات حادة ضد سياساتها تجاه الفلسطينيين.	FC
9238	أَصْدَر_verb	3	GPT4	أصدر العالم إسحاق نيوتن كتاب "المبادئ الرياضية للفلسفة الطبيعية" في عام 1687.	FC
6784	مُعارَضَة_noun	4	ChatGPT	تعارض المعارضة اليمنية الحوثية وتطالب بإنهاء الحرب واستعادة الشرعية.	NF
9056	سائِق_noun	1	GPT4	سائق السباق الشهير نيكي لاودا فاز ببطولة العالم لسباقات الفورمولا واحد ثلاث مرات.	FC
2102	تَحْقِيق_noun	2	ChatGPT	تم تحقيق الفوز في المباراة النهائية.	NF
9828	مُسْتَشار_noun	3	GPT4	تعاون مستشار الرئيس الأمريكي جاريد كوشنر مع الرئيس الأمريكي دونالد ترامب في عملية السلام الشرق الأوسط.	FC
2942	زَوْج_noun	1	ChatGPT	يعتبر الزوج المثالي هو الشخص الذي يتمتع بالصفات الإيجابية والتي تتناسب مع شخصية الشريك الآخر.	NF
8300	مُحامِي_noun	2	GPT4	الموطأ للإمام مالك بن أنس هو أحد أوائل الكتب المؤلفة في علم الحديث والفقه.	FC
1301	دَعا_verb	2	ChatGPT	دعا الإمام المسلمين للصلاة في المسجد الكبير.	NF
9746	تَفْصِيل_noun	3	GPT4	في تفصيل النظام الشمسي، يوجد ثمانية كواكب تدور حول الشمس.	FC
8164	تَأْثِير_noun	2	ChatGPT	تأثير الإجهاد المزمن على الجسم يمكن أن يؤدي إلى زيادة خطر الإصابة بأمراض القلب والسكري.	NF
7	فِي_prep	1	GPT4	في أكتوبر 1929، وقع انهيار وول ستريت المشهور الذي أدى إلى الكساد الكبير.	FC
7859	إِنْشاء_noun	4	GPT4	تم إنشاء منظمة الصحة العالمية في السابع من أبريل عام 1948.	FC
3433	أَلْقَى_verb	1	ChatGPT	ألقى الأستاذ محمد العريفي محاضرة عن الإسلام في جامعة هارفارد.	NF
22	أَنَّ_conj_sub	2	ChatGPT	يؤمن الإسلام أن الله هو الخالق والمدبر للكون.	FC
366	غَيْر_noun	2	GPT4	غير الأرنب نظام غذائه ليشمل الأعشاب والبراعم والفواكه والخضروات.	NF
7935	بَكَى_verb	1	ChatGPT	بكى العروس عندما رأت نفسها في المرآة بفستان الزفاف.	NF
1212	رَأْس_noun	1	ChatGPT	يتكون جسم الإنسان من رأس وجذع وأطراف.	FC
2395	دُولار_noun	2	ChatGPT	قيمة الدولار تتغير بناءً على العرض والطلب في الأسواق العالمية.	FC
2069	مِئَة_noun_num	1	GPT4	مئة هي عدد الجرامات التي يحتويها ١ لتر من الماء.	FI
8370	تَزَوَّج_verb	1	GPT4	في عام 1999، تزوج الفنان المصري عمرو دياب من الفنانة شيرين رضا وانفصلا بعد عام واحد.	FI
923	حَوْل_noun	1	ChatGPT	يتحدث الكتاب حول تاريخ الحضارة الإسلامية في الأندلس.	NF
4833	عادَة_noun	3	ChatGPT	عادة ما يتم استخدام الأدوات الحادة في العمليات الجراحية.	FC
9829	مُسْتَشار_noun	3	GPT4	عين مستشار السياسات الاقتصادية للمملكة العربية السعودية محمد ال الشيخ عام 2015.	FC
9679	تَفْكِير_noun	1	GPT4	يعتمد التفكير الاستراتيجي على تحليل العوامل المؤثرة على المنظمات وإعداد خطط طويلة المدى لتحقيق الأهداف المستقبلية.	FC
5042	تَوَقَّع_verb	1	ChatGPT	توقع البنك المركزي نمو الاقتصاد بنسبة ٥٪ في العام الحالي.	FI
8594	صَدْر_noun	1	ChatGPT	تم صدور تقرير عن الآثار البيئية لمشروع البناء الجديد.	NF
1541	حَدِيث_noun	1	ChatGPT	الحديث النبوي هو مصدر رئيسي للتشريع في الإسلام.	FC
600	ثانِي_adj_num	1	GPT4	ثاني أكبر كوكب في المجموعة الشمسية هو زحل.	FC
6467	بَرْلَمان_noun	4	GPT4	تأسس البرلمان المصرى في 26 نوفمبر 1866.	FC
2611	حَسَب_noun	2	ChatGPT	حسب التقويم الهجري، نحن الآن في العام 1443 هجري.	FC
2622	وُجُود_noun	2	ChatGPT	الماء هو أساس وجود الحياة على الأرض.	FC
4527	خُصُوص_noun	3	GPT4	تقع مدينة الخصوص في محافظة القليوبية بجمهورية مصر العربية.	FC
2608	لَيْلَة_noun	1	GPT4	احتفلت مصر بـ "ليلة الشم النسيم" في 26 أبريل 2021، وهي عطلة رسمية تقام في اليوم الذي يلي عيد القيامة المجيد.	FI
267	أَوْ_conj	1	GPT4	الجملة الثانية: النبي محمد صلى الله عليه وسلم هو رسول الله الأخير في الإسلام أو الرسول الأعظم.	FC
223	بَيْنَ_noun	1	ChatGPT	يقع البحر الأحمر بين القارتين الأفريقية والآسيوية.	FC
1995	قَدَّم_verb	1	ChatGPT	تعتبر الأحذية ذات الكعب العالي ضارة للقدمين وتزيد من خطر الإصابة بالإجهاد والألم.	NF
7306	سَفِير_noun	3	GPT4	سفير المملكة المتحدة لدى الأمم المتحدة هو باربرا وودوارد.	FC
3514	مُؤَسَّسَة_noun	4	ChatGPT	تعد مؤسسة النقد العراقية المسؤولة عن إدارة السياسة النقدية في العراق.	FI
7268	قاعِدَة_noun	2	GPT4	تأسست قاعدة جوانتانامو البحرية الأمريكية عام 1903 في كوبا.	FC
3217	قَضَى_verb	3	GPT4	قضى العالم ابن سينا سنوات عديدة في دراسة وتأليف كتب في الطب والفلسفة.	FC
6401	أُسْتاذ_noun	1	ChatGPT	يعتبر الأستاذ محمد الشريف أحد أشهر الأساتذة في مجال الفيزياء النووية في العالم.	FI
2300	عَلاقَة_noun	1	GPT4	توجد علاقة تكاملية بين جهاز المناعة والجهاز اللمفاوي في جسم الإنسان.	FC
8042	عَمّ_noun	1	ChatGPT	عمان هي عاصمة سلطنة عمان وتقع على الساحل الشرقي لشبه الجزيرة العربية.	FI
137	لِ_prep	1	GPT4	لبنان هو بلد عربي يقع في منطقة الشرق الأوسط وعاصمته بيروت.	FC
6617	حُسْن_noun	3	GPT4	حسن الظن بالناس هو أحد أساسيات الأخلاق الإسلامية ويعني التفاؤل والإيجابية تجاه الآخرين.	FC
6934	رُؤْيَة_noun	4	ChatGPT	رؤية قطر 2030 تهدف إلى تحويل الاقتصاد القطري إلى اقتصاد معرفي ومتنوع.	FC
864	هُناكَ_adv	1	ChatGPT	هناك أكثر من 1000 نوع من النخيل في العالم.	FI
7202	لِسان_noun	1	ChatGPT	يتكون اللسان من عضلات وأنسجة مختلفة.	FC
3805	حاجَة_noun	2	ChatGPT	حاجة الجسم إلى النوم الكافي للحفاظ على صحته ونشاطه.	FC
2725	ماء_noun	1	ChatGPT	يتم تنقية الماء لإزالة الشوائب والملوثات وجعله صالحًا للاستخدام البشري.	FC
9676	تَفْكِير_noun	1	GPT4	التفكير الناقد يعتبر من المهارات الأساسية التي يجب تنميتها لدى الطلاب لتحسين قدرتهم على حل المشكلات.	FC
6547	صُنْدُوق_noun	1	GPT4	تأسس صندوق النقد الدولي في 27 ديسمبر 1945.	FI
5546	بَطَل_noun	1	GPT4	بطل المصارعة الرومانية الأولمبية هو ميهاي ماريوت لوبونتيو.	FI
7189	مادَّة_noun	1	GPT4	يحتوي الجهاز العصبي البشري على مادة كيميائية تسمى الدوبامين والتي تلعب دورًا مهمًا في تنظيم المزاج والتحفيز.	FC
8776	مِرْمِيس_noun	5	GPT4	مرميس هو نوع من الأطعمة المصرية التي يعود تاريخها إلى العصور القديمة.	NF
3108	صَغِير_adj	1	GPT4	يعمل الصيادون على جمع اللؤلؤ من قاع البحر في دولة البحرين.	FC
6217	واقِع_noun	2	GPT4	في الواقع، يعتبر القمر هو الجسم الفلكي الوحيد الذي يدور حول الأرض.	FC
4653	مَرْكَبَة_noun	3	ChatGPT	تستخدم المركبات الكهربائية بطاريات لتخزين الطاقة وتشغيل المحرك.	FC
6645	مَدَى_noun	4	ChatGPT	مدى الأمان الغذائي يعتمد على جودة ونوعية الطعام وطريقة تخزينه.	FC
5136	مُدَّة_noun	1	GPT4	تستغرق مدة اليوم الأرضي 24 ساعة تقريبًا لإكمال دوران الأرض حول محورها.	FC
8780	مِرْمِيس_noun	5	GPT4	يعتبر الشمندر والجزر والخيار من المكونات الشائعة في مرميس.	NF
2048	مَرْكَز_noun	2	GPT4	تعتبر مدينة القاهرة مركزاً ثقافياً وسياسياً هاماً في العالم العربي.	FC
6884	مَحَطَّة_noun	1	ChatGPT	محطة الفضاء الدولية تدور حول الأرض بسرعة تصل إلى 28،000 كيلومتر في الساعة.	FC
4838	عادَة_noun	3	GPT4	عادة ما يبدأ شهر رمضان برؤية الهلال بالعين المجردة أو بواسطة التلسكوب.	FC
9984	شَخْصِيّ_adj	2	ChatGPT	الحماية الشخصية هي الإجراءات التي يتخذها الأفراد لحماية بياناتهم الشخصية والخصوصية.	NF
943	مِنْطَقَة_noun	2	ChatGPT	تشتهر منطقة الحجاز بمدينتي مكة المكرمة والمدينة المنورة.	FI
4376	عُمْر_noun	1	GPT4	عاش عمر بن الخطاب رضي الله عنه في القرن السابع الميلادي وكان ثاني الخلفاء الراشدين.	NF
481	وَزِير_noun	3	ChatGPT	أراد الرئيس تعزيز العلاقات الدبلوماسية مع دول الجوار.	NF
532	قَبْل_noun	1	ChatGPT	قبل ٥٠٠٠ سنة كان الإنسان يستخدم الحجر لصنع الأدوات.	FI
9861	سُرُور_noun	2	ChatGPT	سرور هو اسم شخص يعمل في شركة الاتصالات.	NF
9344	سَعِيد_adj	1	ChatGPT	سعيد هو اسم مطعم في مدينة جدة في المملكة العربية السعودية.	NF
735	أَيّ_noun_quant	1	ChatGPT	أي الدول العربية تحتوي على أكبر عدد من الجامعات؟	NF
3516	مُؤَسَّسَة_noun	4	GPT4	مؤسسة النقد العربي السعودي هي البنك المركزي للمملكة العربية السعودية.	FI
6337	سَهْم_noun	1	GPT4	اكتتبت شركة أرامكو السعودية في سوق الأسهم في ديسمبر 2019.	FC
